"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도교육청","경기도 파주시","S090000554","문산고등학교","04","공립","N","","5","88","17.6","5","114","22.8","5","114","22.8","2","11","5.5","0","0","0","17","327","19.2","34","9.6"
"경기도교육청","경기도교육청","경기도 파주시","S090000555","문산수억고등학교","04","사립","N","","10","230","23","10","219","21.9","10","216","21.6","1","4","4","0","0","0","31","669","21.6","60","11.2"
"경기도교육청","경기도교육청","경기도 파주시","S090000556","문산제일고등학교","04","공립","N","","10","234","23.4","10","236","23.6","11","254","23.1","1","7","7","0","0","0","32","731","22.8","65","11.2"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000558","경기모바일과학고등학교","04","공립","N","","7","112","16","9","141","15.7","10","145","14.5","0","0","0","0","0","0","26","398","15.3","55","7.2"
"경기도교육청","경기도교육청","경기도 화성시","S090000559","발안바이오과학고등학교","04","공립","N","","4","102","25.5","4","100","25","4","99","24.8","0","0","0","0","0","0","12","301","25.1","28","10.8"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000563","백마고등학교","04","공립","N","","11","285","25.9","11","266","24.2","12","324","27","0","0","0","0","0","0","34","875","25.7","66","13.3"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000564","백석고등학교","04","공립","N","","11","279","25.4","11","266","24.2","12","319","26.6","0","0","0","0","0","0","34","864","25.4","65","13.3"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000565","백신고등학교","04","공립","N","","11","275","25","11","266","24.2","12","297","24.8","1","3","3","0","0","0","35","841","24","67","12.6"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090000566","백암고등학교","04","공립","N","","3","41","13.7","4","48","12","4","70","17.5","1","5","5","0","0","0","12","164","13.7","24","6.8"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090000567","백양고등학교","04","공립","N","","11","260","23.6","11","256","23.3","12","287","23.9","1","6","6","0","0","0","35","809","23.1","67","12.1"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000568","백영고등학교","04","사립","N","","12","318","26.5","12","284","23.7","12","308","25.7","0","0","0","0","0","0","36","910","25.3","69","13.2"
"경기도교육청","경기도교육청","경기도 의왕시","S090000569","백운고등학교","04","공립","N","","11","267","24.3","11","253","23","12","282","23.5","2","8","4","0","0","0","36","810","22.5","71","11.4"
"경기도교육청","경기도교육청","경기도 동두천시","S090000572","한빛누리고등학교","04","사립","N","","7","157","22.4","6","120","20","7","156","22.3","1","6","6","0","0","0","21","439","20.9","42","10.5"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000576","부명고등학교","04","공립","N","","9","232","25.8","9","225","25","9","227","25.2","1","8","8","0","0","0","28","692","24.7","59","11.7"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000577","경기국제통상고등학교","04","공립","N","","9","152","16.9","9","152","16.9","12","229","19.1","3","15","5","0","0","0","33","548","16.6","69","7.9"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000578","상동고등학교","04","공립","N","","9","226","25.1","9","225","25","9","225","25","0","0","0","0","0","0","27","676","25","53","12.8"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000579","부천고등학교","04","공립","N","","10","246","24.6","9","211","23.4","9","212","23.6","0","0","0","0","0","0","28","669","23.9","54","12.4"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000580","부천공업고등학교","04","공립","N","","9","133","14.8","11","172","15.6","12","140","11.7","2","10","5","0","0","0","34","455","13.4","74","6.1"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000581","부천북고등학교","04","공립","N","","9","226","25.1","9","208","23.1","9","219","24.3","1","8","8","0","0","0","28","661","23.6","55","12"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000584","부천여자고등학교","04","공립","N","","9","203","22.6","8","166","20.8","9","204","22.7","0","0","0","0","0","0","26","573","22","52","11"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000585","부천정보산업고등학교","04","공립","N","","11","202","18.4","11","169","15.4","11","213","19.4","3","19","6.3","0","0","0","36","603","16.8","78","7.7"
"경기도교육청","경기도교육청","경기도 안양시 동안구","S090000586","부흥고등학교","04","공립","N","","13","348","26.8","13","313","24.1","13","321","24.7","2","13","6.5","0","0","0","41","995","24.3","79","12.6"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000587","분당고등학교","04","공립","N","","10","271","27.1","10","250","25","10","267","26.7","2","10","5","0","0","0","32","798","24.9","60","13.3"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000588","분당대진고등학교","04","사립","N","","12","318","26.5","12","296","24.7","12","313","26.1","0","0","0","0","0","0","36","927","25.8","70","13.2"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000589","분당경영고등학교","04","공립","N","","10","220","22","12","232","19.3","12","225","18.8","1","9","9","0","0","0","35","686","19.6","74","9.3"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000590","분당중앙고등학교","04","공립","N","","9","240","26.7","9","220","24.4","10","268","26.8","1","1","1","0","0","0","29","729","25.1","55","13.3"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000591","불곡고등학교","04","공립","N","","9","245","27.2","9","232","25.8","10","260","26","1","5","5","1","2","2","30","744","24.8","58","12.8"
"경기도교육청","경기도교육청","경기도 화성시","S090000594","비봉고등학교","04","사립","N","","11","258","23.5","11","228","20.7","11","255","23.2","0","0","0","0","0","0","33","741","22.5","67","11.1"
"경기도교육청","경기도교육청","경기도 김포시","S090000596","사우고등학교","04","공립","N","","11","378","34.4","11","347","31.5","11","342","31.1","2","14","7","0","0","0","35","1081","30.9","68","15.9"
"경기도교육청","경기도교육청","경기도 군포시","S090000597","산본고등학교","04","공립","N","","13","346","26.6","13","331","25.5","15","359","23.9","2","15","7.5","0","0","0","43","1051","24.4","83","12.7"
"경기도교육청","경기도교육청","경기도 군포시","S090000598","경기폴리텍고등학교","04","공립","N","","5","81","16.2","6","46","7.7","6","58","9.7","0","0","0","0","0","0","17","185","10.9","41","4.5"
"경기도교육청","경기도교육청","경기도 파주시","S090000599","삼광고등학교","04","사립","N","","2","41","20.5","2","35","17.5","2","42","21","0","0","0","0","0","0","6","118","19.7","15","7.9"
"경기도교육청","경기도교육청","경기도 화성시","S090000600","삼괴고등학교","04","사립","N","","8","212","26.5","8","194","24.3","8","204","25.5","2","11","5.5","0","0","0","26","621","23.9","50","12.4"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000602","삼일공업고등학교","04","사립","N","","14","339","24.2","14","321","22.9","14","322","23","0","0","0","0","0","0","42","982","23.4","92","10.7"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000603","삼일고등학교","04","사립","N","","12","288","24","12","275","22.9","12","304","25.3","0","0","0","0","0","0","36","867","24.1","75","11.6"
"경기도교육청","경기도교육청","경기도 구리시","S090000606","서울삼육고등학교","04","사립","N","","8","201","25.1","8","188","23.5","8","198","24.8","0","0","0","0","0","0","24","587","24.5","48","12.2"
"경기도교육청","경기도교육청","경기도 시흥시","S090000607","서해고등학교","04","공립","N","","11","365","33.2","11","347","31.5","11","351","31.9","3","21","7","0","0","0","36","1084","30.1","69","15.7"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000608","서현고등학교","04","공립","N","","10","281","28.1","10","258","25.8","10","291","29.1","0","0","0","0","0","0","30","830","27.7","59","14.1"
"경기도교육청","경기도교육청","경기도 가평군","S090000609","설악고등학교","04","공립","N","","2","49","24.5","2","56","28","2","53","26.5","1","2","2","0","0","0","7","160","22.9","15","10.7"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000610","성남테크노과학고등학교","04","공립","N","","7","105","15","8","101","12.6","9","141","15.7","4","24","6","0","0","0","28","371","13.3","58","6.4"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000611","성남고등학교","04","공립","N","","8","171","21.4","8","159","19.9","9","201","22.3","3","15","5","0","0","0","28","546","19.5","54","10.1"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000612","성남여자고등학교","04","공립","N","","9","189","21","9","184","20.4","10","225","22.5","3","19","6.3","0","0","0","31","617","19.9","61","10.1"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000613","분당아람고등학교","04","공립","N","","10","178","17.8","10","148","14.8","10","140","14","1","9","9","0","0","0","31","475","15.3","73","6.5"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000614","성문고등학교","04","사립","N","","11","290","26.4","11","247","22.5","11","267","24.3","0","0","0","0","0","0","33","804","24.4","62","13"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090000617","성보경영고등학교","04","사립","N","","14","310","22.1","15","301","20.1","15","321","21.4","1","9","9","0","0","0","45","941","20.9","96","9.8"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000618","성안고등학교","04","공립","N","","11","271","24.6","12","289","24.1","13","328","25.2","2","12","6","1","4","4","39","904","23.2","74","12.2"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000620","성일고등학교","04","사립","N","","11","233","21.2","11","231","21","11","268","24.4","0","0","0","0","0","0","33","732","22.2","63","11.6"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000622","동광고등학교","04","사립","N","","9","198","22","9","186","20.7","10","225","22.5","1","8","8","0","0","0","29","617","21.3","58","10.6"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000624","성일정보고등학교","04","사립","N","","12","263","21.9","15","322","21.5","15","317","21.1","0","0","0","0","0","0","42","902","21.5","86","10.5"
"경기도교육청","경기도교육청","경기도 오산시","S090000626","성호고등학교","04","공립","N","","10","291","29.1","10","287","28.7","10","299","29.9","1","6","6","0","0","0","31","883","28.5","61","14.5"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000627","세원고등학교","04","사립","N","","8","163","20.4","8","141","17.6","8","149","18.6","0","0","0","0","0","0","24","453","18.9","46","9.8"
"경기도교육청","경기도교육청","경기도 시흥시","S090000628","소래고등학교","04","공립","N","","12","291","24.3","12","307","25.6","13","341","26.2","1","5","5","0","0","0","38","944","24.8","73","12.9"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000630","소명여자고등학교","04","사립","N","","10","249","24.9","10","225","22.5","11","264","24","1","9","9","0","0","0","32","747","23.3","62","12"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000631","소사고등학교","04","공립","N","","9","215","23.9","9","201","22.3","10","226","22.6","2","15","7.5","0","0","0","30","657","21.9","58","11.3"
"경기도교육청","경기도교육청","경기도 광명시","S090000632","소하고등학교","04","공립","N","","11","287","26.1","11","267","24.3","13","329","25.3","2","11","5.5","0","0","0","37","894","24.2","70","12.8"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000633","송림고등학교","04","사립","N","","10","268","26.8","10","249","24.9","10","270","27","0","0","0","0","0","0","30","787","26.2","57","13.8"
"경기도교육청","경기도교육청","경기도 화성시","S090000634","송산고등학교","04","사립","N","","4","119","29.8","4","121","30.3","4","108","27","1","10","10","0","0","0","13","358","27.5","24","14.9"
"경기도교육청","경기도교육청","경기도 평택시","S090000636","송탄고등학교","04","공립","N","","7","196","28","5","121","24.2","6","132","22","3","21","7","1","4","4","22","474","21.5","41","11.6"
"경기도교육청","경기도교육청","경기도 평택시","S090000637","라온고등학교","04","사립","N","","6","182","30.3","6","152","25.3","6","146","24.3","0","0","0","0","0","0","18","480","26.7","36","13.3"
"경기도교육청","경기도교육청","경기도 의정부시","S090000638","송현고등학교","04","공립","N","","11","280","25.5","11","270","24.5","11","279","25.4","2","8","4","0","0","0","35","837","23.9","66","12.7"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000639","수내고등학교","04","공립","N","","9","241","26.8","9","227","25.2","10","251","25.1","1","5","5","0","0","0","29","724","25","58","12.5"
"경기도교육청","경기도교육청","경기도 군포시","S090000640","수리고등학교","04","공립","N","","15","400","26.7","14","359","25.6","14","330","23.6","0","0","0","0","0","0","43","1089","25.3","83","13.1"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000641","수성고등학교","04","공립","N","","12","311","25.9","12","282","23.5","12","306","25.5","0","0","0","0","0","0","36","899","25","71","12.7"
"경기도교육청","경기도교육청","경기도 화성시","S090000644","홍익디자인고등학교","04","사립","N","","4","103","25.8","4","102","25.5","4","105","26.3","0","0","0","0","0","0","12","310","25.8","26","11.9"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000645","수원고등학교","04","사립","N","","13","324","24.9","13","277","21.3","13","328","25.2","0","0","0","0","0","0","39","929","23.8","75","12.4"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000646","수원공업고등학교","04","사립","N","","15","360","24","15","353","23.5","15","372","24.8","0","0","0","0","0","0","45","1085","24.1","99","11"
